PROMOTION_ID,MOBILE,MESSAGE_ID,MESSAGE
01HR928Q4VMF1M4SHF2TBWT6C6,98740960083,01HR928Q4Y21ECZ4RKBPTCTCG4,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98877934263,01HR928Q4YYH314H0H4S060D7E,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98312988246,01HR928Q4YYGGY29G26WDC171A,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98218301055,01HR928Q4YZH3WEC6FRG2975MR,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98267678210,01HR928Q4Y4BVK6C2EF178517M,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98473145741,01HR928Q4YEQMFRVTTD171DJ97,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98179563366,01HR928Q4YY6JS31K8NNGGNRCK,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98375566849,01HR928Q4YW2GBJJDK9F9CJTF8,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98831302199,01HR928Q4YWDD42167HKBRW3N7,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98614149325,01HR928Q4YJCS4BHRY5W4BY2P9,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98682241370,01HR928Q4YZQ8WHVRDZ6ARN1PG,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98379328408,01HR928Q4Y2T823PEM57QRPJYH,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98325227630,01HR928Q4Y5ATHZXSTHE1W2C6A,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98166928958,01HR928Q4YBM3CR03Q1PQX76SJ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98958825694,01HR928Q4YFXG2X8471RCGZ2D0,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98335654339,01HR928Q4Y9VGYHH8XA7E6KPMV,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98459314922,01HR928Q4YVC371Y5WAKBJMRRN,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98749068683,01HR928Q4Y2AGEHHV3DP0RWXZ2,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98189558184,01HR928Q4YYQ4CJFJ2TRYA6J61,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98985374381,01HR928Q4Y8FRH1H6CS5RWHJSH,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98284703117,01HR928Q4Y1SR7JRZ3V21X80ZJ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98999074658,01HR928Q4YE1QG007EGB2364FG,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98614081014,01HR928Q4Y1ZXHR0QE16DMX6N2,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98324263499,01HR928Q4YVE05XDN2FJR2NZWJ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98324346031,01HR928Q4Y511SNW31HMFQC039,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98324317458,01HR928Q4Y0HVQ1A3ZNWBYJJJE,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98182930693,01HR928Q4YJGYVWJMEV4SJ1870,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98274737666,01HR928Q4ZQ8SKQGND9ZGS502E,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98221271147,01HR928Q4Z8MAGG4JEPZYQTA22,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98710302730,01HR928Q4ZJQZ42WQ6MRFSH6SZ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98724223234,01HR928Q4ZW6KD39ZJVK12AN9M,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98612583935,01HR928Q4ZZ5D2QHVAKK87YF3F,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98262770610,01HR928Q4Z6X45QTB8V629P5VZ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98443092498,01HR928Q4ZSQSEV91YYN7N68QX,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98477178577,01HR928Q4ZRWSFMZDHSSPSBB0C,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98115174335,01HR928Q4ZTHDVB0F0HJZFMVB6,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98662330692,01HR928Q4ZJ70F89XP1G2E3MM8,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98232574375,01HR928Q4ZQ255VWHSR58BQ4BS,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98440093358,01HR928Q4ZG9MEVX3ET14D8T01,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98112223070,01HR928Q4ZH09AP5PV1T12GSC2,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98619511371,01HR928Q4Z8JG7581PVGFGT412,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98403347035,01HR928Q4ZEA047TZ3A7BB3G4M,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98249986116,01HR928Q4ZR1T9VGHHTHD4359F,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98582747729,01HR928Q4ZEX8QPYG3BRJM1H7D,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98668143046,01HR928Q4Z2SCXRESAV19AXEQM,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98648404744,01HR928Q4ZX231DZCN24GH6HTB,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98769472237,01HR928Q4ZDW6Y8W8S17BP95JS,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98322155045,01HR928Q4ZF33Y2GGM5KG4TV0S,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98326691052,01HR928Q4ZHVPNNXYC3R2DS2TH,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98358985649,01HR928Q4ZDFDRP3V0ZQB3BZCE,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98324938117,01HR928Q4ZJHPPDTFK2NEJNKKG,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98429479247,01HR928Q4ZED3HJ5HSXF36WJJR,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98617286962,01HR928Q4Z4JH23YSQFR1SG37Y,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98919942192,01HR928Q4ZY6ZVV2SE4223A4TS,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98579118484,01HR928Q503R65THVC87TM1J48,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98482866674,01HR928Q5076C8RKP7MWE4HMJY,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98532128078,01HR928Q50H3V7SMNR1P8JXJZX,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98642766403,01HR928Q50QRF1AJEYYBDS0SPG,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98443177968,01HR928Q50PY0M49EXPQ2W11JP,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98855181116,01HR928Q50Y6N4175AT9CJFYE3,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98906126688,01HR928Q50PWG6C938A2EXKZ6S,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98287325587,01HR928Q507MVHQH6P0X5V3R3G,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98776245839,01HR928Q50HVBVC7F1HD2F7V12,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98529490280,01HR928Q50QJQXSDYK3EWHH1WG,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98378880853,01HR928Q50E7VCZCTHRK8V2MYY,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98973462953,01HR928Q508583GDCP3AXBACDM,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98640686793,01HR928Q501SMKTY0F70Q8GVN6,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98708335926,01HR928Q50V8P9H8HXY3HBKT5R,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98119679280,01HR928Q50A9TR4ZN348R91PDN,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98585337796,01HR928Q50F2QJZ4ZZ536368M6,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98126813564,01HR928Q502BN38K8WQD74C8JB,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98555001681,01HR928Q50M378MW4V2PEF9XQZ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98646989870,01HR928Q505YAGS9JGF44555GJ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98222261225,01HR928Q50GTDRSMG7KR1ST93X,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98641645195,01HR928Q50QA83CKJCYDS84AXX,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98337988112,01HR928Q503KGCSEC80E8K1ZTZ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98854897648,01HR928Q50RR91CVXRGFYTFDV3,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98903689110,01HR928Q50ME1XFJZPJ73NX2CQ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98694450431,01HR928Q50T1347R123AXPVB6P,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98694012940,01HR928Q50PSQ6HA0KYQ3759ET,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98949838393,01HR928Q50F4DDRX1TY77TQNXE,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98989441392,01HR928Q50T85MMMCGC7FM6BXQ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98573089908,01HR928Q50RVDET4PAGK7KRPH9,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98360478564,01HR928Q50F3SN3MK0SHX1XRGT,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98113955620,01HR928Q502CZTS34K3Q7F7X97,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98400100469,01HR928Q507C00CSARMTDW378F,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98617870270,01HR928Q50XA7064C2AWZYB5QD,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98882121000,01HR928Q50PTWD6YVJFZG61RYG,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98836866718,01HR928Q51WY0JZPSGSH9H8VNA,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98484783738,01HR928Q51S7C5HEBTQ22M7R2A,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98738881484,01HR928Q51WGSK64EKV9NFG1AW,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98347167021,01HR928Q5166F9XG1AAJA2M511,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98379168577,01HR928Q514JYG8PZMRQ0JEKSD,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98137783636,01HR928Q51R6ZC5CCR8CPG3Z8B,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98958057191,01HR928Q5196CTGD850J0KKY6W,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98257802598,01HR928Q51P6VE0NH2VBBSCMA6,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98789676630,01HR928Q51YB7DE68TFTB5T4QC,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98528896225,01HR928Q51YAB0P5RG9Z04H6C1,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98680434976,01HR928Q51G7DMW682394NJNZM,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98192223012,01HR928Q51THKPFZCHPNHWPY9X,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98800842705,01HR928Q511EWNQQ3BES4YEJNF,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98542146773,01HR928Q51YR5B9JJ0WA2BFKTT,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98716836092,01HR928Q51B54HNQVQTB110JNY,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98893066356,01HR928Q51NPQBTKRVGRAWHQA8,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98921115250,01HR928Q513ZZP70QAMEC73FT6,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98813525526,01HR928Q51R1K68CESZYGP9DRT,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98894833776,01HR928Q513FW22H037DE7Q6HZ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98570279611,01HR928Q51M5XSVH2RJNCDJ6CM,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98183721553,01HR928Q51Z6Y9SXG8CAWZ2DVE,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98637584106,01HR928Q514DAS75CW0FPVHTZ8,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98554390567,01HR928Q51RMD007W50TGJ193D,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98742458011,01HR928Q51ZXK8GQQENZHM232Q,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98224748691,01HR928Q51AQBXET7KG63VY2FD,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98733316554,01HR928Q51KCNRQJ7XBR2A00XZ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98654300384,01HR928Q510EBBMHA03TJ2QMEJ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98488892656,01HR928Q51HCKV9NYFZGRKQK3Q,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98171282912,01HR928Q51T8XM7TN6HMV0CSG5,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98731291128,01HR928Q5199AKERDR0NPF8YGH,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98810438786,01HR928Q51SNCT0B52TE3P6K7F,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98883714293,01HR928Q511MHRC2ACDYX8JBPA,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98683430853,01HR928Q51PJ6VXK64JXJESDAR,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98656108177,01HR928Q51A0A4CBF4G39PQWDZ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98428492219,01HR928Q51RDQETYVKZY1VGP8F,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98681217462,01HR928Q51YCVFEFZH9BYFT12C,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98369163398,01HR928Q51MZHST968DF6YEZBV,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98861795124,01HR928Q51VHDVWJETPZKQXGG5,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98868950197,01HR928Q51GPRCHA6GDW42D18W,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98947226566,01HR928Q52TJW3PAK42QYYDWWW,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98519320503,01HR928Q52B3NQQXTCBS8VVPPY,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98745434030,01HR928Q524Z5E141WYSAHKQ37,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98462503408,01HR928Q52S1MGZP09DRXVMHA6,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98627686458,01HR928Q52D3S2C229ZYFRW4PE,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98749569792,01HR928Q52ZZ30TTDHJ1EYFS90,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98957176587,01HR928Q52KJK5FMR6X7VDYXR2,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98442643850,01HR928Q522KY205R5CN9ESDVA,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98508108068,01HR928Q52JZKKRYH2FAE481YK,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98689278391,01HR928Q52RH4804X853RVX1XP,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98399132880,01HR928Q52TT2F2950N22931XW,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98525970147,01HR928Q52SEWQEDBNKNXTN4KS,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98451637310,01HR928Q525CFKB1J6FD4RAP31,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98833564832,01HR928Q52D1R3F4J45J5BYWVC,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98793217289,01HR928Q52NEPTREQ5JTZQKA95,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98754538895,01HR928Q52F5DF1NJZ0PH9YK7H,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98653773688,01HR928Q52626R7GEABYGSS9EV,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98102028195,01HR928Q520ZTNFE64JFYF6N7D,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98537452398,01HR928Q527KRV1C6E6TJMYZPG,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98251390780,01HR928Q52VB5KQ912RK76CDN9,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98176087967,01HR928Q52G5X54TN6ZQ2VNGJ6,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98737485395,01HR928Q52NHPBM76QAVSX3J11,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98888473132,01HR928Q52QXPADE2YZJZ7QFKK,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98437740455,01HR928Q52ADQWFW0VXV0GPDCJ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98842976974,01HR928Q52KNXHZXM0CXH31407,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98283974596,01HR928Q5255K3WYW1V9R34PX1,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98684249631,01HR928Q52A4CBTY00ZHCZYJB5,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98551062591,01HR928Q523J7DQE9QTGKR92VD,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98202749873,01HR928Q52Y683FJZAAQ8N3SHS,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98842628607,01HR928Q524WR5PQ57YATDST1J,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98334449588,01HR928Q52QSQDPNW1X95X2FPA,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98621943607,01HR928Q52TQWE9T1KTDE9HKKK,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98809295595,01HR928Q529AXH6X65PBW8SFKV,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98450831570,01HR928Q5270GT49332FDNH7RX,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98984348915,01HR928Q52ZNBRJBP59XCDN0DT,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98276605939,01HR928Q52SJP3RMF52GVTR48E,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98850519967,01HR928Q52XTW3SH0AMH4PK0YK,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98593204209,01HR928Q52BAB5T0CSPZ506VAH,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98913037177,01HR928Q534NT1GZ42YFN4NT4M,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98927247923,01HR928Q53WCW4TXN1AJVBV1HT,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98584761055,01HR928Q53R1P73C0APPTVKRTD,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98675823124,01HR928Q53G76A7XSS2XMD49FX,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98420942699,01HR928Q53NXWQHHC8SB8BC5EF,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98977511716,01HR928Q53KCHZE1XKQW52AMCJ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98724057992,01HR928Q53FS3J6YWW90RG4NGZ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98593949042,01HR928Q535MWQW4E3VSEE3JTC,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98891612240,01HR928Q53HJR1WKV7AT965HJ8,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98160893707,01HR928Q5366FW7C4ZG3FN0PNW,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98463359025,01HR928Q53MAR65G1XQFY1JBDW,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98644001440,01HR928Q53HQG7HXPZH1J89DEH,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98566127851,01HR928Q53X0KAGFGGH1N5MEBJ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98338933578,01HR928Q53ZSWXTN9A83MFM2X5,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98996949600,01HR928Q531AG6SRZNNTBE4E17,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98573047924,01HR928Q53PBE5QE9RKGEFKGME,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98289578565,01HR928Q53BJW8BR0W7FFERRA9,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98387418317,01HR928Q53AKG1YKX6966VHN3T,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98791259189,01HR928Q53SYW3KY6HGZZED2PZ,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98775562870,01HR928Q53M9TE2TRMNHMRR3RD,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98415431252,01HR928Q53DGBGP8FRFWTTEF8M,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98973900752,01HR928Q534NNKSTK66G6W066N,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98174537912,01HR928Q53XC85XWC9SECD9MJ6,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98626948871,01HR928Q53ZDAE4VFSVF4R9N6F,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98254070985,01HR928Q534XKQEYY2T44HK9CD,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98431640969,01HR928Q53PR4S384WE9QMM6WB,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98436135846,01HR928Q53S0DN6ZG84ZJ5Y8XX,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98416798320,01HR928Q535WGQER1Y9H8162C9,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98628203191,01HR928Q538E9EHK7HK7EFQTCD,Hello from Kafka 
01HR928Q4VMF1M4SHF2TBWT6C6,98667846010,01HR928Q53NGMZWBR328FZ516H,Hello from Kafka 
